"Code","Latitude","Longitude","Timezone","Description","Waterbody Name","Waterbody Type","Placement","Well-mixed","Active","Reference URL","Private"
"Beaver Creek",60.56049,-151.12554,"US/Alaska (UTC-9 / UTC-8)","long-term KWF site -logger 1","Beaver Creek","STREAM","MAIN","TRUE","TRUE","TBD","FALSE"
